# CREATED BY GENE DIAGNOSTICS TOOL on Sun Jan 20 13:15:23 2019
# diag: zprofile, run(s): act, time window: 0-8.5(61 steps), species: ions
# original data path: /ptmp/cmor/S-a/q0-1.7/ITGa_NL/omt6/
# normalization: R_0
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -6.3814E-01  0.0000E+00  2.9349E+02  2.9349E+02
 -5.8905E-01  0.0000E+00  2.9360E+02  2.9360E+02
 -5.3996E-01  0.0000E+00  2.9369E+02  2.9369E+02
 -4.9087E-01  0.0000E+00  2.9378E+02  2.9378E+02
 -4.4179E-01  0.0000E+00  2.9386E+02  2.9386E+02
 -3.9270E-01  0.0000E+00  2.9393E+02  2.9393E+02
 -3.4361E-01  0.0000E+00  2.9402E+02  2.9402E+02
 -2.9452E-01  0.0000E+00  2.9411E+02  2.9411E+02
 -2.4544E-01  0.0000E+00  2.9423E+02  2.9423E+02
 -1.9635E-01  0.0000E+00  2.9433E+02  2.9433E+02
 -1.4726E-01  0.0000E+00  2.9444E+02  2.9444E+02
 -9.8175E-02  0.0000E+00  2.9453E+02  2.9453E+02
 -4.9087E-02  0.0000E+00  2.9463E+02  2.9463E+02
  0.0000E+00  0.0000E+00  2.9473E+02  2.9473E+02
  4.9087E-02  0.0000E+00  2.9483E+02  2.9483E+02
  9.8175E-02  0.0000E+00  2.9493E+02  2.9493E+02
  1.4726E-01  0.0000E+00  2.9501E+02  2.9501E+02
  1.9635E-01  0.0000E+00  2.9510E+02  2.9510E+02
  2.4544E-01  0.0000E+00  2.9518E+02  2.9518E+02
  2.9452E-01  0.0000E+00  2.9524E+02  2.9524E+02
  3.4361E-01  0.0000E+00  2.9529E+02  2.9529E+02
  3.9270E-01  0.0000E+00  2.9534E+02  2.9534E+02
  4.4179E-01  0.0000E+00  2.9541E+02  2.9541E+02
  4.9087E-01  0.0000E+00  2.9547E+02  2.9547E+02
  5.3996E-01  0.0000E+00  2.9552E+02  2.9552E+02
  5.8905E-01  0.0000E+00  2.9557E+02  2.9557E+02
  6.3814E-01  0.0000E+00  2.9557E+02  2.9557E+02
  6.8722E-01  0.0000E+00  2.9560E+02  2.9560E+02
  7.3631E-01  0.0000E+00  2.9559E+02  2.9559E+02
  7.8540E-01  0.0000E+00  2.9561E+02  2.9561E+02
  8.3449E-01  0.0000E+00  2.9560E+02  2.9560E+02
  8.8357E-01  0.0000E+00  2.9557E+02  2.9557E+02
  9.3266E-01  0.0000E+00  2.9554E+02  2.9554E+02
  9.8175E-01  0.0000E+00  2.9547E+02  2.9547E+02
  1.0308E+00  0.0000E+00  2.9541E+02  2.9541E+02
  1.0799E+00  0.0000E+00  2.9530E+02  2.9530E+02
  1.1290E+00  0.0000E+00  2.9521E+02  2.9521E+02
  1.1781E+00  0.0000E+00  2.9508E+02  2.9508E+02
  1.2272E+00  0.0000E+00  2.9496E+02  2.9496E+02
  1.2763E+00  0.0000E+00  2.9483E+02  2.9483E+02
  1.3254E+00  0.0000E+00  2.9472E+02  2.9472E+02
  1.3744E+00  0.0000E+00  2.9462E+02  2.9462E+02
  1.4235E+00  0.0000E+00  2.9451E+02  2.9451E+02
  1.4726E+00  0.0000E+00  2.9439E+02  2.9439E+02
  1.5217E+00  0.0000E+00  2.9428E+02  2.9428E+02
  1.5708E+00  0.0000E+00  2.9416E+02  2.9416E+02
  1.6199E+00  0.0000E+00  2.9405E+02  2.9405E+02
  1.6690E+00  0.0000E+00  2.9394E+02  2.9394E+02
  1.7181E+00  0.0000E+00  2.9383E+02  2.9383E+02
  1.7671E+00  0.0000E+00  2.9371E+02  2.9371E+02
  1.8162E+00  0.0000E+00  2.9359E+02  2.9359E+02
  1.8653E+00  0.0000E+00  2.9344E+02  2.9344E+02
  1.9144E+00  0.0000E+00  2.9330E+02  2.9330E+02
  1.9635E+00  0.0000E+00  2.9315E+02  2.9315E+02
  2.0126E+00  0.0000E+00  2.9301E+02  2.9301E+02
  2.0617E+00  0.0000E+00  2.9287E+02  2.9287E+02
  2.1108E+00  0.0000E+00  2.9272E+02  2.9272E+02
  2.1598E+00  0.0000E+00  2.9257E+02  2.9257E+02
  2.2089E+00  0.0000E+00  2.9242E+02  2.9242E+02
  2.2580E+00  0.0000E+00  2.9227E+02  2.9227E+02
  2.3071E+00  0.0000E+00  2.9211E+02  2.9211E+02
  2.3562E+00  0.0000E+00  2.9196E+02  2.9196E+02
  2.4053E+00  0.0000E+00  2.9182E+02  2.9182E+02
  2.4544E+00  0.0000E+00  2.9168E+02  2.9168E+02
  2.5035E+00  0.0000E+00  2.9154E+02  2.9154E+02
  2.5525E+00  0.0000E+00  2.9141E+02  2.9141E+02
  2.6016E+00  0.0000E+00  2.9128E+02  2.9128E+02
  2.6507E+00  0.0000E+00  2.9115E+02  2.9115E+02
  2.6998E+00  0.0000E+00  2.9103E+02  2.9103E+02
  2.7489E+00  0.0000E+00  2.9092E+02  2.9092E+02
  2.7980E+00  0.0000E+00  2.9081E+02  2.9081E+02
  2.8471E+00  0.0000E+00  2.9071E+02  2.9071E+02
  2.8962E+00  0.0000E+00  2.9062E+02  2.9062E+02
  2.9452E+00  0.0000E+00  2.9054E+02  2.9054E+02
  2.9943E+00  0.0000E+00  2.9047E+02  2.9047E+02
  3.0434E+00  0.0000E+00  2.9042E+02  2.9042E+02
  3.0925E+00  0.0000E+00  2.9037E+02  2.9037E+02
